meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
1079.111111111111,205,4192,1631087.611111111,1277.1404038362857,0.027251621419553205,0.01171010471567288,0.031148123521600724,3.48585190978132e-05,0.005904110356168252,0.9,0,0,0,0,0,0.0,0.75,254.48549876665396,,10,002
1214.75,102,7194,6109502.5,2471.7407833346924,0.028250779203356516,0.022492391961011365,0.031212706778703598,6.235286402433058e-06,0.0024970555465253586,0.8,0,0,0,0,0,0.8571428571428571,0.42857142857142855,296.49192240790336,,10,002
1624.1666666666667,306,5044,3065548.966666667,1750.8709166202593,0.02858199806550059,0.028026979922938906,0.029711163158293113,3.5723928823677784e-07,0.000597694979263485,0.6,0,0,0,0,0,0.2,0.4,243.4898179874878,,10,002
3306.0,1568,6374,7101084.0,2664.785920106904,0.02262729502772215,0.00898148530756346,0.030737969636680188,0.00014131444311521013,0.01188757515707935,0.3,0,0,0,0,0,1.0,1.0,184.19901916345367,,10,002
356.4583333333333,101,2593,254647.99818840573,504.6265928272169,0.03261165610594552,0.02809465391286853,0.04284899101450919,1.5517976440989063e-05,0.003939286285736169,2.4,0,0,0,0,0,0.34782608695652173,0.30434782608695654,457.36352609999045,,10,002
517.2307692307693,102,2386,529567.1923076924,727.7136746741072,0.030593363831450136,0.022116377400170948,0.038151349464163216,1.420359772193889e-05,0.0037687660741864693,1.3,0,0,0,0,0,0.75,0.3333333333333333,15.426209315565146,,10,002
706.625,101,4908,2882031.9821428573,1697.65484776584,0.03390592110339087,0.028331102212150232,0.04341865395991907,3.872141495747069e-05,0.006222653369541862,0.8,0,0,0,0,0,0.42857142857142855,0.2857142857142857,5.877017710931363,,10,002
260.75,101,989,47720.32258064516,218.44981707624558,0.030907561578369,0.02795893372180863,0.04129288692536365,1.0938010311214669e-05,0.0033072662897345698,3.2,0,0,0,0,0,0.45161290322580644,0.5806451612903226,179.14202524208588,,10,002
849.3636363636364,137,2592,789840.2545454545,888.7295733492019,0.02826661912939612,0.009358987709638444,0.03922584964865559,5.2860409805184476e-05,0.0072705164744455725,1.1,0,0,0,0,0,0.7,0.3,682.6765629801013,,10,002
2472.5,717,6513,7377744.333333333,2716.200348526105,0.027533516224865367,0.022523873034465475,0.03081171541494556,1.2450912144938173e-05,0.0035285850060524505,0.4,0,0,0,0,0,0.6666666666666666,0.3333333333333333,902.3727613799352,,10,002
253.93103448275863,101,2659,225820.49507389162,475.20573973163624,0.03290643834935599,0.027996251585126457,0.04443542806436877,1.8545340568359222e-05,0.004306430142050283,2.9,0,0,0,0,0,0.21428571428571427,0.4642857142857143,27.27424827009,,10,002
221.92592592592592,101,749,28104.14814814815,167.64291857441563,0.031684188479855845,0.0138929192592737,0.049464144625507224,3.406174170682363e-05,0.005836243801180999,2.7,0,0,0,0,0,0.46153846153846156,0.4230769230769231,11.722167441296328,,10,002
1624.5,103,6885,7165019.5,2676.7554053368417,0.02928210101895504,0.027798139995621137,0.03228234313452958,2.5948086059712324e-06,0.0016108409623458277,0.6,0,0,0,0,0,0.6,0.6,187.89480946619634,,10,002
1636.1666666666667,409,3750,1828659.7666666664,1352.2794706223513,0.027685103675400724,0.02296171230363099,0.02913277873658304,5.508327137719979e-06,0.0023469825601652814,0.6,0,0,0,0,0,0.6,0.4,1178.5092175699333,,10,002
1635.6666666666667,851,2761,791025.4666666668,889.3961247198387,0.026200763485002988,0.015868030898558576,0.028485305811942613,2.566843428498332e-05,0.005066402499306911,0.6,0,0,0,0,0,0.4,0.4,886.4531705343231,,10,002
9988.0,9988,9988,nan,nan,0.024621327696354382,0.024621327696354382,0.024621327696354382,nan,nan,0.1,0,0,0,0,0,-1,-1,1968.8568901951455,,10,002
1591.5,102,8834,12591407.9,3548.437388485247,0.03434448655734995,0.030126594174083924,0.04213310411984074,1.9394455189815014e-05,0.004403913621974779,0.6,0,0,0,0,0,0.2,0.2,161.74520848042437,,10,002
459.1764705882353,101,2488,375268.0294117647,612.5912417034418,0.03066353835418644,0.02046098461737142,0.047064581665460244,2.7295398917845326e-05,0.0052244998725088825,1.7,0,0,0,0,0,0.625,0.4375,24.346469848106643,,10,002
871.0,102,2522,826253.2,908.9847083422251,0.030975995468790193,0.016832593267330682,0.044604487423009744,4.977403368940121e-05,0.007055071487192827,1.1,0,0,0,0,0,0.4,0.5,872.9543038576539,,10,002
9988.0,9988,9988,nan,nan,0.012722576230049765,0.012722576230049765,0.012722576230049765,nan,nan,0.1,0,0,0,0,0,-1,-1,3079.2990390482223,,10,002
2463.0,204,6271,7261682.0,2694.7508233601116,0.029712691025057816,0.02807882345017219,0.033322777241103954,5.934186949235713e-06,0.002436018667669793,0.4,0,0,0,0,0,0.0,0.3333333333333333,408.17724589707393,,10,002
1949.4,103,6680,7697625.800000001,2774.459550975649,0.03030094988130218,0.028121239615253604,0.03479624123419515,8.691689455696241e-06,0.0029481671349664423,0.5,0,0,0,0,0,0.25,0.5,99.15512913498927,,10,002
1950.6,103,3206,1698572.3,1303.29286808453,0.027470101925552253,0.012938172214834936,0.03538323052148351,7.300701553301102e-05,0.008544414288470043,0.5,0,0,0,0,0,0.75,0.5,109.73209163838801,,10,002
4978.5,4196,5761,1224612.5,1106.6221125569468,0.015941295690906486,0.0037302777831825884,0.028152313598630387,0.0002982179166855075,0.017268987135483874,0.2,0,0,0,0,0,0.0,1.0,5543.748638324619,,10,002
622.1875,240,3307,561717.2291666666,749.4779711016639,0.028233353950643626,0.007754326570134361,0.036438977802746415,3.363366603868275e-05,0.005799453943146954,1.6,0,0,0,0,0,0.5333333333333333,0.6,424.5640519530315,,10,002
1005.2,306,3100,831845.5111111113,912.0556513234876,0.025682833095303427,0.0,0.029604318431547413,8.174827193232401e-05,0.009041475097146704,1.0,0,0,0,0,0,0.5555555555555556,0.5555555555555556,1056.8279906414182,,10,002
5011.5,4431,5592,673960.5,820.9509729575817,0.027438277726751593,0.0268713210462554,0.028005234407247784,6.42879755118524e-07,0.0008017978268357454,0.2,0,0,0,0,0,0.0,1.0,4071.3424330232474,,10,002
1012.3,305,1536,169039.7888888889,411.1444866332138,0.028076615986571712,0.02685340044152534,0.028889491849897943,2.823908112485095e-07,0.00053140456457252,1.0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,1188.7936430942093,,10,002
3366.6666666666665,238,7199,12485240.333333334,3533.445957324568,0.02753601515993119,0.02524098704608681,0.028950435585485164,4.021604542118279e-06,0.0020053938620925014,0.3,0,0,0,0,0,1.0,1.0,140.3040326417892,,10,002
1475.0,375,4498,2002856.0,1415.222950633574,0.027951869660958212,0.017821377259544573,0.03709456699993841,3.1119570659937156e-05,0.005578491790792306,0.7,0,0,0,0,0,0.6666666666666666,0.8333333333333334,1013.1836495113253,,10,002
2032.6,375,6072,5388651.300000001,2321.346871968944,0.024449952803852606,0.006304260841391566,0.0309085752383585,0.00010423035398398692,0.010209326813457728,0.5,0,0,0,0,0,0.25,0.25,124.25575250207537,,10,002
982.2,443,3547,1032797.9555555558,1016.2666754132774,0.036716481482987985,0.01776523404063675,0.066819531962719,0.00021703196893249193,0.014732004918967817,1.0,0,0,0,0,0,0.5555555555555556,0.5555555555555556,53.36948721490392,,10,002
1990.6,374,5934,5967779.800000001,2442.9039686406013,0.02820530526350934,0.019214207647494555,0.03172337693336434,2.678038153168377e-05,0.005174976476437721,0.5,0,0,0,0,0,0.5,0.5,139.4265234391684,,10,002
3001.0,3001,3001,nan,nan,0.0018145389974136116,0.0018145389974136116,0.0018145389974136116,nan,nan,0.1,0,0,0,0,0,-1,-1,399286.95296012284,,10,002
1446.857142857143,273,7944,8219859.476190475,2867.029730608051,0.027401353818677438,0.016497388071598857,0.03201764813872117,2.481270840788082e-05,0.004981235630632306,0.7,0,0,0,0,0,0.6666666666666666,0.6666666666666666,318.73332977220974,,10,002
9958.0,9958,9958,nan,nan,0.008063638636135155,0.008063638636135155,0.008063638636135155,nan,nan,0.1,0,0,0,0,0,-1,-1,7859.778227837037,,10,002
10123.0,10123,10123,nan,nan,0.026919610677590567,0.026919610677590567,0.026919610677590567,nan,nan,0.1,0,0,0,0,0,-1,-1,520.5812347941212,,10,002
10261.0,10261,10261,nan,nan,0.009099357057920573,0.009099357057920573,0.009099357057920573,nan,nan,0.1,0,0,0,0,0,-1,-1,6892.904415148625,,10,002
1635.8333333333333,103,8384,10955788.166666668,3309.952894931689,0.03076225289934693,0.022904208301488198,0.0354280607895278,1.9591731353197288e-05,0.0044262547772577765,0.6,0,0,0,0,0,0.2,0.8,290.8746427005379,,10,002
9983.0,9983,9983,nan,nan,0.015517938633850521,0.015517938633850521,0.015517938633850521,nan,nan,0.1,0,0,0,0,0,-1,-1,1069.383697347077,,10,002
4961.5,374,9549,42090312.5,6487.704717386574,0.017843145920869174,0.007724909015804928,0.027961382825933422,0.0002047574361340082,0.014309347858445828,0.2,0,0,0,0,0,0.0,1.0,3584.6614492830763,,10,002
4976.5,1466,8487,24647220.5,4964.59671071075,0.018725323613895985,0.009459852282755726,0.027990794945036247,0.00017169791797636415,0.013103355218277652,0.2,0,0,0,0,0,1.0,0.0,967.2740214062976,,10,002
618.2857142857143,135,1363,252921.2380952381,502.9127539596089,0.02733452016704083,0.011798895040767492,0.033256246833753354,5.031185994792775e-05,0.0070930853616693315,0.7,0,0,0,0,0,0.6666666666666666,0.6666666666666666,14.89448430585724,,10,002
467.4117647058824,102,2526,517010.38235294115,719.034340176421,0.028799389449677318,0.004256193795800258,0.03710491768638705,4.7475867936593936e-05,0.006890273429740937,1.7,0,0,0,0,0,0.4375,0.5,16.970563683042826,,10,002
705.5384615384615,102,3887,1051634.935897436,1025.492533321153,0.027714691126998228,0.006351534133915873,0.03295136603024163,4.3607245858792876e-05,0.00660357826172999,1.3,0,0,0,0,0,0.5833333333333334,0.4166666666666667,39.71177480409311,,10,002
1260.857142857143,101,3987,2063009.8095238095,1436.3181435614497,0.030616369734078008,0.024023133823742316,0.03467549509585156,1.3954803379504268e-05,0.0037356128519299573,0.7,0,0,0,0,0,0.3333333333333333,0.8333333333333334,19.70836835858963,,10,002
4979.0,3104,6854,7031250.0,2651.650429449553,0.026509000401743008,0.024959173699127767,0.02805882710435825,4.803925616278461e-06,0.002191785942166447,0.2,0,0,0,0,0,1.0,0.0,1816.7034403024877,,10,002
954.5,101,6443,3819406.5,1954.3301921630336,0.029287408892052853,0.027934540891914904,0.03180761080479934,1.3937196565683926e-06,0.0011805590440839427,1.0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,135.2328625389509,,10,002
2464.25,240,4092,2610741.5833333335,1615.7789401193882,0.023432345648262402,0.00953561170196212,0.028170824447822894,8.58394635971231e-05,0.009264958909629502,0.4,0,0,0,0,0,0.3333333333333333,0.6666666666666666,1296.5397711084752,,10,002
917.2222222222222,102,3411,1304084.9444444445,1141.9653867103173,0.031111662935198466,0.02346381067325979,0.03812524063694444,2.3447789409739292e-05,0.004842291751819513,0.9,0,0,0,0,0,0.375,0.375,10.331779511405262,,10,002
509.8333333333333,102,1809,313527.20588235295,559.9350014799512,0.032383501083860115,0.02478332448917607,0.04741496570914783,3.711764532256931e-05,0.006092425241442796,1.8,0,0,0,0,0,0.17647058823529413,0.5882352941176471,60.8490886746147,,10,002
9986.0,9986,9986,nan,nan,0.017770837286363965,0.017770837286363965,0.017770837286363965,nan,nan,0.1,0,0,0,0,0,-1,-1,1396.6038176828247,,10,002
9985.0,9985,9985,nan,nan,0.010649700227928978,0.010649700227928978,0.010649700227928978,nan,nan,0.1,0,0,0,0,0,-1,-1,3312.381690603192,,10,002
622.3333333333334,101,6991,3106147.80952381,1762.4266820278824,0.03179134035043422,0.02058642186754354,0.04976573413807356,3.738522551463915e-05,0.006114345877903797,1.5,0,0,0,0,0,0.5,0.5,300.1334512289477,,10,002
488.0,102,1941,216265.66666666666,465.04372554273505,0.030284340650503817,0.023425821929394176,0.03779607154057857,1.0977843893914511e-05,0.0033132829480614105,1.9,0,0,0,0,0,0.3888888888888889,0.5555555555555556,178.50195454883283,,10,002
1636.6666666666667,613,3548,1274256.6666666667,1128.8297775425074,0.027683515784452255,0.023563905896504384,0.029046288944939897,4.17426035442455e-06,0.0020431006716323478,0.6,0,0,0,0,0,0.6,0.6,1136.5340702840567,,10,002
1219.125,409,2284,559776.9821428572,748.1824524424889,0.02679132655029269,0.013414208203176103,0.03000655836662638,2.962768006714881e-05,0.0054431314578235945,0.8,0,0,0,0,0,0.42857142857142855,0.5714285714285714,1076.2202278121072,,10,002
490.0,170,885,60815.0,246.60697475943377,0.029355930011341888,0.02795430021809893,0.03300569424567051,2.372471275203652e-06,0.0015402828555832373,1.9,0,0,0,0,0,0.5555555555555556,0.3888888888888889,1229.381940875718,,10,002
522.9444444444445,170,1163,53124.76143790849,230.4880939179039,0.028495424348983875,0.011357454514248915,0.034883392323681824,2.1215079589590024e-05,0.004605983020983688,1.8,0,0,0,0,0,0.5294117647058824,0.4117647058823529,991.7441625872772,,10,002
564.7857142857143,104,2726,434374.02747252764,659.070578521396,0.030098746654792508,0.007372013838731679,0.054561883103021486,8.817759218402653e-05,0.009390292444009745,1.4,0,0,0,0,0,0.5384615384615384,0.3076923076923077,15.622136948043886,,10,002
545.4705882352941,103,1363,133803.76470588235,365.7919691653746,0.028483623127051657,0.009975150205105244,0.03766472223294844,2.8214171170490787e-05,0.0053117013442484495,1.7,0,0,0,0,0,0.6875,0.625,309.98963075144223,,10,002
1064.5555555555557,102,6611,4396252.027777778,2096.7241181847885,0.03219551469740703,0.019186053120791694,0.046174435279147205,5.6504786958673086e-05,0.0075169666061964836,0.9,0,0,0,0,0,0.375,0.25,209.32439875108204,,10,002
1590.1666666666667,102,3066,1707540.9666666668,1306.7291099025333,0.028967861689017257,0.02699389370835764,0.03224877314214689,3.191789872122139e-06,0.0017865581076813985,0.6,0,0,0,0,0,0.4,0.6,2230.012000140686,,10,002
1392.857142857143,340,2831,907324.8095238096,952.5359885714605,0.02836291635200505,0.028113831493583707,0.028961871413431525,8.844287665418928e-08,0.00029739347110215665,0.7,0,0,0,0,0,0.3333333333333333,0.6666666666666666,331.2258329331445,,10,002
1398.4285714285713,478,3753,1572278.6190476187,1253.905346925205,0.0279514748284691,0.021253077700630927,0.031208212241239902,9.79006622263017e-06,0.0031289081518367026,0.7,0,0,0,0,0,0.6666666666666666,0.6666666666666666,2035.746721754502,,10,002
9988.0,9988,9988,nan,nan,0.020889047837850713,0.020889047837850713,0.020889047837850713,nan,nan,0.1,0,0,0,0,0,-1,-1,792.1838136763593,,10,002
1970.4,614,3919,1691168.7999999998,1300.44946076347,0.028045508850033662,0.025941121714574307,0.029895033212368975,1.980141938286604e-06,0.0014071751626171505,0.5,0,0,0,0,0,0.5,0.5,1508.8022216602292,,10,002
877.0909090909091,204,1670,185270.49090909094,430.43058779446767,0.027321448923606384,0.013048326507366443,0.03032275894316139,2.279139664420719e-05,0.0047740335822244895,1.1,0,0,0,0,0,0.5,0.2,974.1943882522243,,10,002
294.13793103448273,101,2562,215294.69458128078,463.9985932966616,0.03198236040778632,0.014529495244563859,0.040081625576398765,2.5064405709531677e-05,0.00500643642819238,2.9,0,0,0,0,0,0.5357142857142857,0.42857142857142855,264.47215564973607,,10,002
9988.0,9988,9988,nan,nan,0.021012301435726834,0.021012301435726834,0.021012301435726834,nan,nan,0.1,0,0,0,0,0,-1,-1,843.4872608607656,,10,002
4977.0,886,9068,33472562.0,5785.547683668332,0.01878680262722221,0.009561379413988541,0.02801222584045588,0.0001702168669265413,0.013046718626786634,0.2,0,0,0,0,0,0.0,1.0,1285.725492431379,,10,002
1125.375,103,7196,6060839.410714285,2461.8772127614907,0.03479613563631331,0.02903257342757688,0.04555302739491018,3.524755135528701e-05,0.005936964826852776,0.8,0,0,0,0,0,0.42857142857142855,0.5714285714285714,370.472728677696,,10,002
613.6,102,2761,513500.68571428576,716.589621550777,0.03239160358981022,0.02462677427933563,0.04623858098809579,3.367111560895138e-05,0.005802681760096048,1.5,0,0,0,0,0,0.7142857142857143,0.35714285714285715,503.6578948630953,,10,002
662.0,101,4942,1866972.0,1366.371838117282,0.03368430050810646,0.028013673873851133,0.044443461771025976,2.1927028191341916e-05,0.004682630477770152,1.4,0,0,0,0,0,0.38461538461538464,0.46153846153846156,345.6584626990638,,10,002
887.0,137,2149,654378.0,808.9363386571282,0.030103119926656152,0.023803045779490103,0.033608764760064226,9.143779713943202e-06,0.0030238683360793344,0.9,0,0,0,0,0,0.5,0.5,14.55933065030978,,10,002
344.6842105263158,101,1740,157567.11695906433,396.947247073291,0.032159135489984746,0.013853317906714683,0.05266755165676729,5.6852289837489374e-05,0.007540045745052836,1.9,0,0,0,0,0,0.6111111111111112,0.5555555555555556,24.014709621083497,,10,002
3275.3333333333335,273,8529,20841760.333333332,4565.277684142919,0.029485965271995023,0.02819406783564027,0.031762803045210085,3.911548349386708e-06,0.00197776347154727,0.3,0,0,0,0,0,0.0,0.5,208.54634376089584,,10,002
1484.5,341,2628,2615184.5,1617.1532085736342,0.029212832493168545,0.028663612579311635,0.029762052407025456,6.032850275539841e-07,0.0007767142509018256,0.2,0,0,0,0,0,0.0,0.0,683.6865813819761,,10,002
1188.5,104,5352,2979748.8571428573,1726.1949070550686,0.02675232417134636,0.006624384285003789,0.037028353928850836,7.535234315553928e-05,0.008680572743519823,0.8,0,0,0,0,0,0.7142857142857143,0.42857142857142855,29.110892760208557,,10,002
257.76,101,682,36935.19,192.18530120693416,0.032793997467051444,0.019375633490083685,0.045992350452625674,2.8457244016401732e-05,0.005334533158243722,2.5,0,0,0,0,0,0.4583333333333333,0.5416666666666666,30.912025336214253,,10,002
383.23809523809524,102,3406,550805.6904761904,742.1628463323871,0.03286459597835413,0.009030748609643691,0.04246389832259758,4.2691896616819624e-05,0.00653390362775727,2.1,0,0,0,0,0,0.4,0.45,101.59568847686398,,10,002
313.45,101,1261,85981.6289473684,293.2262419146151,0.03181856716388853,0.027317876459641767,0.04611845761851958,2.106855141008543e-05,0.004590049172948524,2.0,0,0,0,0,0,0.5263157894736842,0.631578947368421,21.584667119902274,,10,002
442.85,102,2764,488865.2921052633,699.1890245886754,0.030691053195881463,0.01574991841073907,0.03813612152731225,2.329957193997755e-05,0.00482696301415057,2.0,0,0,0,0,0,0.3157894736842105,0.3684210526315789,30.301720388216836,,10,002
207.95238095238096,101,1364,79804.04761904762,282.49610195372185,0.03488003563120139,0.030129521326649186,0.04319737788680198,1.2800848717784877e-05,0.0035778273739498494,2.1,0,0,0,0,0,0.5,0.55,10.748492403810511,,10,002
227.93103448275863,101,683,30039.78078817734,173.3198799566205,0.0322676526532039,0.02376678225005365,0.03908955450066055,1.5796758718829875e-05,0.003974513645570974,2.9,0,0,0,0,0,0.5714285714285714,0.5357142857142857,63.378357079525856,,10,002
255.17241379310346,102,1260,63295.57635467979,251.5861211487625,0.03125859550033518,0.024136952794400396,0.04065430350670215,1.1234473088626165e-05,0.0033517865517699906,2.9,0,0,0,0,0,0.35714285714285715,0.5,13.463270562428473,,10,002
1969.8,103,4600,4493200.699999999,2119.717127354497,0.030994086796027935,0.024712569984934575,0.03698216683032794,2.2500283313761636e-05,0.004743446354051202,0.5,0,0,0,0,0,1.0,0.25,521.9913232498474,,10,002
265.16129032258067,101,958,76112.4064516129,275.8847702422388,0.03323810807745691,0.027976181220515924,0.047236715828683745,2.9172596957830107e-05,0.005401166259043514,3.1,0,0,0,0,0,0.5,0.6,584.7104267494267,,10,002
792.6666666666666,102,6034,2858498.424242424,1690.7094440625876,0.030623924536146808,0.02224408100976039,0.03877656800619854,2.0468990871891703e-05,0.004524266887783224,1.2,0,0,0,0,0,0.5454545454545454,0.45454545454545453,630.5717342319341,,10,002
566.9375,102,3273,679598.0625,824.37737869255,0.03211688364927038,0.02813993964885019,0.0442352297820391,2.5597175479810976e-05,0.00505936512616069,1.6,0,0,0,0,0,0.4,0.3333333333333333,544.5821242551324,,10,002
9990.0,9990,9990,nan,nan,0.017880760518056392,0.017880760518056392,0.017880760518056392,nan,nan,0.1,0,0,0,0,0,-1,-1,1154.0266947401562,,10,002
721.4615384615385,102,4262,1348960.9358974358,1161.447775794261,0.030503131119995898,0.017955327382662124,0.034973941319564515,2.1008746060899938e-05,0.004583529869096517,1.3,0,0,0,0,0,0.6666666666666666,0.5,81.34180898193944,,10,002
398.36842105263156,101,3069,475677.91228070174,689.6940715133788,0.0335301006071506,0.028221061662679913,0.053352315760153465,3.6982225174242675e-05,0.006081301273102877,1.9,0,0,0,0,0,0.5555555555555556,0.4444444444444444,31.09366624094655,,10,002
184.9047619047619,101,1160,51669.29047619047,227.3087998212794,0.031874321741843736,0.012939847543146121,0.042296732695805084,3.558520422727998e-05,0.005965333538644757,2.1,0,0,0,0,0,0.2,0.4,7.1753174550827215,,10,002
1758.8,102,5996,6351405.699999999,2520.1995357510878,0.034449546170153944,0.019889134920425506,0.048468236798056896,0.00014419432912047794,0.012008094316771415,0.5,0,0,0,0,0,0.25,0.25,11.714609934993165,,10,002
504.07142857142856,101,4636,1435375.7637362638,1198.0716855581989,0.03610041143346266,0.02429485672166451,0.060132890795493624,9.884958896830622e-05,0.009942313059258707,1.4,0,0,0,0,0,0.6153846153846154,0.46153846153846156,9.375127126671876,,10,002
323.08,101,2453,242840.66000000003,492.7886565252898,0.032824581661382204,0.012050921809625635,0.0541895223795371,5.7629574822054315e-05,0.0075914145468452925,2.5,0,0,0,0,0,0.5416666666666666,0.5416666666666666,49.91450479037308,,10,002
906.7,102,7157,4852666.233333334,2202.876808478707,0.033585253330626834,0.001733605663401157,0.04868494200117581,0.00017804474529315516,0.013343340859513227,1.0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,74.58198030919561,,10,002
4975.0,953,8997,32352968.0,5687.966947864588,0.016991613667841767,0.005950752625203994,0.02803247471047954,0.00024380122512567296,0.015614135426775092,0.2,0,0,0,0,0,0.0,1.0,1889.6677607573074,,10,002
686.7692307692307,101,5519,2178387.3589743595,1475.9360958301547,0.03319470295524678,0.024006586302846605,0.04429543917106932,2.9699799879301078e-05,0.005449752276874709,1.3,0,0,0,0,0,0.75,0.3333333333333333,76.78870329944971,,10,002
471.1666666666667,102,2521,447526.14705882355,668.9739509568542,0.034546912462384276,0.02617573373374041,0.06663411009004927,8.73198610254009e-05,0.009344509672818628,1.8,0,0,0,0,0,0.4117647058823529,0.47058823529411764,30.532102999258893,,10,002
439.44444444444446,101,2966,898808.2777777779,948.0549972326384,0.038169691385040255,0.02801436012395255,0.05365655533756135,9.305595990375201e-05,0.009646551710520812,0.9,0,0,0,0,0,0.625,0.375,4.230707181369215,,10,002
335.25,102,1329,153582.93181818182,391.89658306520334,0.045918522914187083,0.02933637262688507,0.14506839049194914,0.0010061830235801217,0.03172038813728675,1.2,0,0,0,0,0,0.2727272727272727,0.36363636363636365,5.022057304321017,,10,002
272.6923076923077,102,1430,75532.14153846152,274.8311145748631,0.03127035210861725,0.010480448972429566,0.04698616679008572,4.540082828751797e-05,0.006738013675224915,2.6,0,0,0,0,0,0.44,0.4,46.14170369038835,,10,002
453.8421052631579,102,1331,214612.3625730994,463.26273600744037,0.0313147712881673,0.02263422917905327,0.04824093627766094,2.7323638217463425e-05,0.005227201757868489,1.9,0,0,0,0,0,0.3888888888888889,0.3888888888888889,87.20716905467198,,10,002
507.5,102,1946,304536.5333333333,551.8482883305278,0.031090616798993272,0.021586060183048414,0.042642971427335336,2.04765743038298e-05,0.0045251048942350275,1.6,0,0,0,0,0,0.4666666666666667,0.6666666666666666,31.632769700261804,,10,002
630.6428571428571,101,4566,1448374.2472527476,1203.4842114679975,0.03239371294266762,0.02794822638442656,0.04183930847454538,2.165886681233463e-05,0.0046539087670832814,1.4,0,0,0,0,0,0.46153846153846156,0.38461538461538464,180.2814599861327,,10,002
238.625,102,545,26170.553571428572,161.77315466859318,0.02690499336609454,0.013357474235345116,0.03063534162376356,3.080120027308275e-05,0.005549882906249712,0.8,0,0,0,0,0,0.7142857142857143,0.14285714285714285,40.2690365174257,,10,002
256.8235294117647,101,1499,121890.51336898399,349.12821909577,0.029155328409280767,0.011900349082912869,0.03370572908381106,1.1818948613698495e-05,0.003437869778467255,3.4,0,0,0,0,0,0.3939393939393939,0.6060606060606061,96.99613172216749,,10,002
413.57142857142856,101,2078,298129.4571428572,546.0123232518266,0.03250663179831311,0.014177226309293368,0.059433387655104856,7.749319954815637e-05,0.008803022182645934,2.1,0,0,0,0,0,0.3,0.45,50.14294530719263,,10,002
400.625,101,1497,192979.31666666668,439.29411180513983,0.03263145681021767,0.0205746184117129,0.04423409564235154,3.715753411192557e-05,0.006095698000387287,1.6,0,0,0,0,0,0.6666666666666666,0.4666666666666667,17.708532347375986,,10,002
458.3888888888889,102,3955,814395.8986928106,902.4388614708537,0.03241740325324072,0.028007578393842967,0.03988865342490315,1.1691562501678986e-05,0.003419292690261977,1.8,0,0,0,0,0,0.4117647058823529,0.7058823529411765,37.0377906404967,,10,002
197.45833333333334,102,922,38329.38949275362,195.77893015529943,0.03279880429484164,0.019992969286573143,0.0516372094736959,3.4854608350655335e-05,0.00590377915835741,2.4,0,0,0,0,0,0.391304347826087,0.391304347826087,17.41216815152006,,10,002
