eyeDataTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,note
1759672470692,True,True,-0.07690389,1.655992,0.06030376,-0.4938517,-0.2355655,0.8370302,False,0,0,0,Data_from_ARETT
1759672470726,True,True,-0.07681978,1.655725,0.06054006,-0.4940717,-0.2351252,0.8370241,False,0,0,0,Data_from_ARETT
1759672470760,True,True,-0.07658391,1.655995,0.06004934,-0.4929623,-0.2370624,0.8371317,False,0,0,0,Data_from_ARETT
1759672470794,True,True,-0.07676771,1.655724,0.06049744,-0.4913668,-0.2352667,0.8385751,False,0,0,0,Data_from_ARETT
1759672470828,True,True,-0.0766054,1.655691,0.06056543,-0.4909194,-0.2338276,0.8392394,False,0,0,0,Data_from_ARETT
1759672470863,True,True,-0.07659463,1.656016,0.06012122,-0.4912231,-0.2342688,0.8389387,False,0,0,0,Data_from_ARETT
1759672470897,True,True,-0.07699955,1.655827,0.06007908,-0.4930319,-0.235987,0.8373945,False,0,0,0,Data_from_ARETT
1759672470930,True,True,-0.07716751,1.656035,0.06014023,-0.49472,-0.2336151,0.837064,False,0,0,0,Data_from_ARETT
1759672470965,True,True,-0.07725312,1.656494,0.05973806,-0.4952775,-0.2322876,0.8371037,False,0,0,0,Data_from_ARETT
1759672470998,True,True,-0.07740173,1.656251,0.05990713,-0.4954197,-0.2317824,0.8371596,False,0,0,0,Data_from_ARETT
1759672471033,True,True,-0.07733944,1.656192,0.05974587,-0.4941177,-0.2318632,0.8379064,False,0,0,0,Data_from_ARETT
1759672471067,True,True,-0.07730577,1.656296,0.05941384,-0.4935861,-0.2332393,0.8378378,False,0,0,0,Data_from_ARETT
1759672471101,True,True,-0.07732677,1.655797,0.05996219,-0.4925528,-0.2343026,0.8381492,False,0,0,0,Data_from_ARETT
1759672471135,True,True,-0.07738046,1.656029,0.05973409,-0.4930364,-0.2342179,0.8378885,False,0,0,0,Data_from_ARETT
1759672471169,True,True,-0.07727601,1.656112,0.05976878,-0.4933982,-0.2339309,0.8377557,False,0,0,0,Data_from_ARETT
1759672471203,True,True,-0.0773132,1.656055,0.0597511,-0.4934892,-0.2338331,0.8377293,False,0,0,0,Data_from_ARETT
1759672471238,True,True,-0.07702813,1.655982,0.05979419,-0.4940004,-0.2330868,0.8376361,False,0,0,0,Data_from_ARETT
1759672471272,True,True,-0.07715207,1.65609,0.05981646,-0.4942454,-0.2336801,0.8373261,False,0,0,0,Data_from_ARETT
1759672471305,True,True,-0.07697631,1.656119,0.05992715,-0.4936353,-0.2343149,0.8375086,False,0,0,0,Data_from_ARETT
1759672471340,True,True,-0.07703507,1.655871,0.06012388,-0.493286,-0.2341965,0.8377475,False,0,0,0,Data_from_ARETT
1759672471375,True,True,-0.07698118,1.656108,0.06010483,-0.4927081,-0.2346658,0.8379562,False,0,0,0,Data_from_ARETT
1759672471408,True,True,-0.07700305,1.655932,0.06029421,-0.491819,-0.2349,0.8384128,False,0,0,0,Data_from_ARETT
1759672471442,True,True,-0.07672089,1.656048,0.06015009,-0.4911168,-0.2358105,0.8385688,False,0,0,0,Data_from_ARETT
1759672471476,True,True,-0.07692625,1.655976,0.06022811,-0.4913208,-0.2357662,0.8384618,False,0,0,0,Data_from_ARETT
1759672471510,True,True,-0.07683495,1.655952,0.06037727,-0.4920588,-0.2349769,0.8382506,False,0,0,0,Data_from_ARETT
1759672471545,True,True,-0.07709982,1.656045,0.06040974,-0.4919792,-0.2344668,0.8384401,False,0,0,0,Data_from_ARETT
1759672471578,True,True,-0.07663445,1.656302,0.06040719,-0.4920088,-0.2346446,0.838373,False,0,0,0,Data_from_ARETT
1759672471612,True,True,-0.07711609,1.656111,0.06016157,-0.4927225,-0.2350274,0.8378464,False,0,0,0,Data_from_ARETT
1759672471646,True,True,-0.07676224,1.656082,0.06023985,-0.4920941,-0.2355521,0.8380684,False,0,0,0,Data_from_ARETT
1759672471680,True,True,-0.07685063,1.655936,0.06009886,-0.4913877,-0.2364838,0.8382205,False,0,0,0,Data_from_ARETT
1759672471714,True,True,-0.07684968,1.655725,0.06024924,-0.4907533,-0.2351771,0.8389595,False,0,0,0,Data_from_ARETT
1759672471748,True,True,-0.07678001,1.656197,0.05994949,-0.4906106,-0.2349526,0.8391058,False,0,0,0,Data_from_ARETT
1759672471783,True,True,-0.07676589,1.655931,0.05993614,-0.4912276,-0.2346822,0.8388204,False,0,0,0,Data_from_ARETT
1759672471817,True,True,-0.07692201,1.65622,0.05977264,-0.4923339,-0.2350829,0.8380593,False,0,0,0,Data_from_ARETT
1759672471851,True,True,-0.07685003,1.656238,0.05993104,-0.4932325,-0.2333747,0.8380083,False,0,0,0,Data_from_ARETT
1759672471886,True,True,-0.0770386,1.656384,0.06000369,-0.4939696,-0.2311875,0.8381804,False,0,0,0,Data_from_ARETT
