eyeDataTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,note
1759672083265,True,True,-0.004990099,1.70078,-0.01948428,0.08307917,0.1460204,0.9857869,False,0,0,0,Data_from_ARETT
1759672083265,True,True,-0.004990099,1.70078,-0.01948428,0.08307917,0.1460204,0.9857869,False,0,0,0,Data_from_ARETT
1759672083300,True,True,-0.004068026,1.70037,-0.01958848,0.0906138,0.1423348,0.9856622,False,0,0,0,Data_from_ARETT
1759672083300,True,True,-0.004068026,1.70037,-0.01958848,0.0906138,0.1423348,0.9856622,False,0,0,0,Data_from_ARETT
1759672083334,True,True,-0.004634278,1.700126,-0.0188364,0.09228192,0.1409644,0.9857044,False,0,0,0,Data_from_ARETT
1759672083334,True,True,-0.004634278,1.700126,-0.0188364,0.09228192,0.1409644,0.9857044,False,0,0,0,Data_from_ARETT
1759672083368,True,True,-0.00438301,1.699799,-0.01854993,0.0893669,0.1417213,0.9858644,False,0,0,0,Data_from_ARETT
1759672083368,True,True,-0.00438301,1.699799,-0.01854993,0.0893669,0.1417213,0.9858644,False,0,0,0,Data_from_ARETT
1759672083402,True,True,-0.005022609,1.699893,-0.0194425,0.08417401,0.1385416,0.986773,False,0,0,0,Data_from_ARETT
1759672083402,True,True,-0.005022609,1.699893,-0.0194425,0.08417401,0.1385416,0.986773,False,0,0,0,Data_from_ARETT
1759672083436,True,True,-0.0049249,1.699313,-0.01855035,0.08151792,0.1376761,0.9871171,False,0,0,0,Data_from_ARETT
1759672083436,True,True,-0.0049249,1.699313,-0.01855035,0.08151792,0.1376761,0.9871171,False,0,0,0,Data_from_ARETT
1759672083470,True,True,-0.005756924,1.699213,-0.01884416,0.07479376,0.1350047,0.988018,False,0,0,0,Data_from_ARETT
1759672083470,True,True,-0.005756924,1.699213,-0.01884416,0.07479376,0.1350047,0.988018,False,0,0,0,Data_from_ARETT
1759672083505,True,True,-0.005764978,1.699421,-0.01855803,0.07379749,0.1327133,0.9884033,False,0,0,0,Data_from_ARETT
1759672083505,True,True,-0.005764978,1.699421,-0.01855803,0.07379749,0.1327133,0.9884033,False,0,0,0,Data_from_ARETT
1759672083538,True,True,-0.005234715,1.69937,-0.01857446,0.08018737,0.135098,0.9875821,False,0,0,0,Data_from_ARETT
1759672083538,True,True,-0.005234715,1.69937,-0.01857446,0.08018737,0.135098,0.9875821,False,0,0,0,Data_from_ARETT
1759672083573,True,True,-0.004788634,1.698999,-0.01837704,0.08423413,0.1342246,0.9873644,False,0,0,0,Data_from_ARETT
1759672083573,True,True,-0.004788634,1.698999,-0.01837704,0.08423413,0.1342246,0.9873644,False,0,0,0,Data_from_ARETT
1759672083606,True,True,-0.004655981,1.698599,-0.01831108,0.08490548,0.1304024,0.987819,False,0,0,0,Data_from_ARETT
1759672083606,True,True,-0.004655981,1.698599,-0.01831108,0.08490548,0.1304024,0.987819,False,0,0,0,Data_from_ARETT
1759672083641,True,True,-0.004881363,1.698316,-0.0179702,0.08337113,0.1278962,0.9882772,False,0,0,0,Data_from_ARETT
1759672083641,True,True,-0.004881363,1.698316,-0.0179702,0.08337113,0.1278962,0.9882772,False,0,0,0,Data_from_ARETT
1759672083675,True,True,-0.005109037,1.698161,-0.01781115,0.08057571,0.1267871,0.9886519,False,0,0,0,Data_from_ARETT
1759672083675,True,True,-0.005109037,1.698161,-0.01781115,0.08057571,0.1267871,0.9886519,False,0,0,0,Data_from_ARETT
1759672083709,True,True,-0.005174917,1.698105,-0.01740673,0.07844747,0.1246719,0.989092,False,0,0,0,Data_from_ARETT
1759672083709,True,True,-0.005174917,1.698105,-0.01740673,0.07844747,0.1246719,0.989092,False,0,0,0,Data_from_ARETT
1759672083743,True,True,-0.005305186,1.69809,-0.01692022,0.0791226,0.1267984,0.9887678,False,0,0,0,Data_from_ARETT
1759672083743,True,True,-0.005305186,1.69809,-0.01692022,0.0791226,0.1267984,0.9887678,False,0,0,0,Data_from_ARETT
1759672083776,True,True,-0.005246405,1.69811,-0.01756385,0.08035421,0.1260552,0.9887635,False,0,0,0,Data_from_ARETT
1759672083776,True,True,-0.005246405,1.69811,-0.01756385,0.08035421,0.1260552,0.9887635,False,0,0,0,Data_from_ARETT
1759672083811,True,True,-0.00522993,1.69814,-0.01734561,0.08090452,0.1228408,0.9891232,False,0,0,0,Data_from_ARETT
1759672083811,True,True,-0.00522993,1.69814,-0.01734561,0.08090452,0.1228408,0.9891232,False,0,0,0,Data_from_ARETT
1759672083845,True,True,-0.004902191,1.698358,-0.01673473,0.08303643,0.1264092,0.9884967,False,0,0,0,Data_from_ARETT
1759672083845,True,True,-0.004902191,1.698358,-0.01673473,0.08303643,0.1264092,0.9884967,False,0,0,0,Data_from_ARETT
