eyeDataTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,note
1759672068606,True,True,0.01811604,1.660788,-0.115335,-0.09833743,0.02625469,0.9948067,False,0,0,0,Data_from_ARETT
1759672068606,True,True,0.01811604,1.660788,-0.115335,-0.09833743,0.02625469,0.9948067,False,0,0,0,Data_from_ARETT
1759672068640,True,True,0.01677457,1.663433,-0.1194015,-0.1019578,0.04462591,0.9937873,False,0,0,0,Data_from_ARETT
1759672068640,True,True,0.01677457,1.663433,-0.1194015,-0.1019578,0.04462591,0.9937873,False,0,0,0,Data_from_ARETT
1759672068674,True,True,0.0168508,1.663205,-0.1181831,-0.1003202,0.04209128,0.9940645,False,0,0,0,Data_from_ARETT
1759672068674,True,True,0.0168508,1.663205,-0.1181831,-0.1003202,0.04209128,0.9940645,False,0,0,0,Data_from_ARETT
1759672068707,True,True,0.01618004,1.663293,-0.1179391,-0.1006422,0.04917031,0.9937069,False,0,0,0,Data_from_ARETT
1759672068707,True,True,0.01618004,1.663293,-0.1179391,-0.1006422,0.04917031,0.9937069,False,0,0,0,Data_from_ARETT
1759672068742,True,True,0.0159917,1.664639,-0.1186377,-0.09681511,0.04896706,0.9940971,False,0,0,0,Data_from_ARETT
1759672068742,True,True,0.0159917,1.664639,-0.1186377,-0.09681511,0.04896706,0.9940971,False,0,0,0,Data_from_ARETT
1759672068777,True,True,0.01662889,1.664154,-0.1169274,-0.09808119,0.05743517,0.9935197,False,0,0,0,Data_from_ARETT
1759672068777,True,True,0.01662889,1.664154,-0.1169274,-0.09808119,0.05743517,0.9935197,False,0,0,0,Data_from_ARETT
1759672068810,True,True,0.01625667,1.665216,-0.118995,-0.09986677,0.05997757,0.9931915,False,0,0,0,Data_from_ARETT
1759672068810,True,True,0.01625667,1.665216,-0.118995,-0.09986677,0.05997757,0.9931915,False,0,0,0,Data_from_ARETT
1759672068844,True,True,0.01762143,1.664241,-0.1164695,-0.09926476,0.06066757,0.9932099,False,0,0,0,Data_from_ARETT
1759672068844,True,True,0.01762143,1.664241,-0.1164695,-0.09926476,0.06066757,0.9932099,False,0,0,0,Data_from_ARETT
1759672068878,True,True,0.01786577,1.666133,-0.1187832,-0.101292,0.06627439,0.9926468,False,0,0,0,Data_from_ARETT
1759672068878,True,True,0.01786577,1.666133,-0.1187832,-0.101292,0.06627439,0.9926468,False,0,0,0,Data_from_ARETT
1759672068912,True,True,0.01935005,1.666734,-0.1161748,-0.103522,0.08037236,0.9913746,False,0,0,0,Data_from_ARETT
1759672068912,True,True,0.01935005,1.666734,-0.1161748,-0.103522,0.08037236,0.9913746,False,0,0,0,Data_from_ARETT
1759672068946,True,True,0.02032645,1.669189,-0.1195532,-0.1082502,0.09621076,0.9894571,False,0,0,0,Data_from_ARETT
1759672068946,True,True,0.02032645,1.669189,-0.1195532,-0.1082502,0.09621076,0.9894571,False,0,0,0,Data_from_ARETT
1759672068980,True,True,0.02232657,1.670462,-0.1185443,-0.1048657,0.1084035,0.9885605,False,0,0,0,Data_from_ARETT
1759672068980,True,True,0.02232657,1.670462,-0.1185443,-0.1048657,0.1084035,0.9885605,False,0,0,0,Data_from_ARETT
1759672069014,True,True,0.02491248,1.672367,-0.1197605,-0.09987818,0.1312936,0.9862993,False,0,0,0,Data_from_ARETT
1759672069014,True,True,0.02491248,1.672367,-0.1197605,-0.09987818,0.1312936,0.9862993,False,0,0,0,Data_from_ARETT
