eyeDataTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,note
1759672123291,True,True,0.002336757,1.715494,-0.02118353,0.04152096,0.2763532,0.9601588,False,0,0,0,Data_from_ARETT
1759672123291,True,True,0.002336757,1.715494,-0.02118353,0.04152096,0.2763532,0.9601588,False,0,0,0,Data_from_ARETT
1759672123325,True,True,0.002321956,1.715986,-0.02109733,0.04359154,0.2746335,0.9605604,False,0,0,0,Data_from_ARETT
1759672123325,True,True,0.002321956,1.715986,-0.02109733,0.04359154,0.2746335,0.9605604,False,0,0,0,Data_from_ARETT
1759672123360,True,True,0.002444143,1.716163,-0.01908937,0.04882722,0.2806584,0.9585649,False,0,0,0,Data_from_ARETT
1759672123360,True,True,0.002444143,1.716163,-0.01908937,0.04882722,0.2806584,0.9585649,False,0,0,0,Data_from_ARETT
1759672123394,True,True,0.003122168,1.716764,-0.01982649,0.05168955,0.2850396,0.957121,False,0,0,0,Data_from_ARETT
1759672123394,True,True,0.003122168,1.716764,-0.01982649,0.05168955,0.2850396,0.957121,False,0,0,0,Data_from_ARETT
1759672123428,True,True,0.003051834,1.71764,-0.01885148,0.05151757,0.2914525,0.955197,False,0,0,0,Data_from_ARETT
1759672123428,True,True,0.003051834,1.71764,-0.01885148,0.05151757,0.2914525,0.955197,False,0,0,0,Data_from_ARETT
1759672123462,True,True,0.003549856,1.718359,-0.01863585,0.05236042,0.2967164,0.9535291,False,0,0,0,Data_from_ARETT
1759672123462,True,True,0.003549856,1.718359,-0.01863585,0.05236042,0.2967164,0.9535291,False,0,0,0,Data_from_ARETT
1759672123496,True,True,0.003242571,1.719712,-0.01867065,0.06068714,0.3143046,0.9473804,False,0,0,0,Data_from_ARETT
1759672123496,True,True,0.003242571,1.719712,-0.01867065,0.06068714,0.3143046,0.9473804,False,0,0,0,Data_from_ARETT
1759672123530,True,True,0.004226935,1.719999,-0.01859219,0.07131667,0.3184689,0.9452468,False,0,0,0,Data_from_ARETT
1759672123530,True,True,0.004226935,1.719999,-0.01859219,0.07131667,0.3184689,0.9452468,False,0,0,0,Data_from_ARETT
1759672123565,True,True,0.00609297,1.720433,-0.01825684,0.08706491,0.3284855,0.9404876,False,0,0,0,Data_from_ARETT
1759672123565,True,True,0.00609297,1.720433,-0.01825684,0.08706491,0.3284855,0.9404876,False,0,0,0,Data_from_ARETT
1759672123598,True,True,0.007564615,1.719225,-0.02046836,0.09486276,0.3232676,0.9415408,False,0,0,0,Data_from_ARETT
1759672123598,True,True,0.007564615,1.719225,-0.02046836,0.09486276,0.3232676,0.9415408,False,0,0,0,Data_from_ARETT
1759672123633,True,True,0.008732146,1.716963,-0.0218177,0.1008189,0.306387,0.946553,False,0,0,0,Data_from_ARETT
1759672123633,True,True,0.008732146,1.716963,-0.0218177,0.1008189,0.306387,0.946553,False,0,0,0,Data_from_ARETT
1759672123666,True,True,0.009213338,1.715682,-0.02372357,0.106646,0.284987,0.9525802,False,0,0,0,Data_from_ARETT
