eyeDataTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,note
1759656875937,True,True,0.03259138,1.649844,0.001408759,0.2083253,-0.05615097,0.9764464,False,0,0,0,Data_from_ARETT
1759656875970,True,True,0.03270245,1.649779,0.001434309,0.2081694,-0.0564268,0.9764638,False,0,0,0,Data_from_ARETT
1759656876005,True,True,0.03281179,1.649744,0.001417967,0.2090375,-0.05551035,0.9763309,False,0,0,0,Data_from_ARETT
1759656876039,True,True,0.03301519,1.649856,0.00105655,0.2115445,-0.05616897,0.975753,False,0,0,0,Data_from_ARETT
1759656876073,True,True,0.03334066,1.64983,0.001052447,0.2137508,-0.05619312,0.9752707,False,0,0,0,Data_from_ARETT
1759656876107,True,True,0.03457735,1.649896,0.0008207368,0.2293329,-0.05469441,0.9718102,False,0,0,0,Data_from_ARETT
1759656876141,True,True,0.03540982,1.64987,0.0008719894,0.2377554,-0.05435888,0.9698028,False,0,0,0,Data_from_ARETT
1759656876175,True,True,0.03615019,1.650095,0.0003871862,0.2473292,-0.05329231,0.9674648,False,0,0,0,Data_from_ARETT
1759656876209,True,True,0.03706866,1.650017,0.0002223549,0.254925,-0.05335744,0.9654876,False,0,0,0,Data_from_ARETT
1759656876243,True,True,0.03812632,1.6501,0.0002653197,0.2645846,-0.05069738,0.963029,False,0,0,0,Data_from_ARETT
1759656876277,True,True,0.03875235,1.650356,-7.660588E-05,0.271782,-0.04851052,0.9611354,False,0,0,0,Data_from_ARETT
1759656876311,True,True,0.04066509,1.650704,-0.0007476477,0.2942834,-0.04516712,0.9546503,False,0,0,0,Data_from_ARETT
1759656876345,True,True,0.04241748,1.6509,-0.001368422,0.3125662,-0.04262498,0.9489391,False,0,0,0,Data_from_ARETT
